CustomerID,Churn,Recency,Frequency,TotalSpent,AvgOrderValue,UniqueProducts,TotalItems,AvgDaysBetweenPurchases,AvgBasketSize,StdBasketSize,MaxBasketSize,PreferredDay,PreferredHour,CountryDiversity,CustomerLifetimeDays,PurchaseVelocity,Purchases_Last30Days,Purchases_Last60Days,Purchases_Last90Days,ProductDiversityScore,AvgPricePreference,StdPricePreference,MinPrice,MaxPrice,AvgQuantityPerOrder,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,CustomerSegment
16399,0,144,1,156.84,5.408275862068965,29,110,0.0,110.0,54.388476697334326,110,0,13,1,0,1.0,0.0,0.0,0.0,1.0,2.0444827586206897,0.9530911596592897,0.1,3.75,110.0,2,1,1,4,At Risk
16400,1,4,1,271.08,10.04,26,169,0.0,169.0,54.388476697334326,169,1,12,1,0,1.0,1.0,1.0,1.0,0.9629629629629629,2.315185185185185,1.4512709824107504,0.39,5.95,169.0,4,1,2,7,Potential
16401,0,41,7,1445.5,15.543010752688172,49,1072,2.108695652173913,153.14285714285714,99.30496558821311,276,6,12,1,196,0.03553299492385787,0.0,1.0,2.0,0.5268817204301075,1.5796774193548386,0.9042453635044833,0.29,5.45,153.14285714285714,3,4,4,11,Champions
16402,1,174,2,208.6,3.9358490566037734,52,107,2.0,53.5,64.34671708797582,99,6,13,1,104,0.01904761904761905,0.0,0.0,0.0,0.9811320754716981,2.2613207547169814,1.2870150882742493,0.85,6.75,53.5,1,2,2,5,At Risk
16403,1,221,1,177.5,17.75,10,114,0.0,114.0,54.388476697334326,114,0,13,1,0,1.0,0.0,0.0,0.0,1.0,1.6099999999999999,0.4141926551202417,0.65,1.95,114.0,1,1,2,4,At Risk
16405,1,211,2,74.85,18.7125,3,19,2.3333333333333335,9.5,9.192388155425117,16,2,17,1,7,0.25,0.0,0.0,0.0,0.75,2.7750000000000004,2.1406774628607645,0.65,4.95,9.5,1,2,1,4,At Risk
16407,0,19,7,1125.17,10.818942307692309,66,645,1.941747572815534,92.14285714285714,57.234688116644115,203,6,14,1,201,0.034653465346534656,1.0,2.0,2.0,0.6346153846153846,2.508942307692308,1.7439437052625066,0.29,6.95,92.14285714285714,4,4,4,12,Champions
16409,0,59,3,894.55,6.127054794520547,98,567,1.1448275862068966,189.0,95.28378665859161,299,0,14,1,167,0.017857142857142856,0.0,1.0,1.0,0.6712328767123288,2.075821917808219,1.3072581239184478,0.42,6.95,189.0,3,3,3,9,Loyal
16411,0,278,1,128.55,6.4275,19,69,0.0,69.0,54.388476697334326,69,6,13,1,0,1.0,0.0,0.0,0.0,0.95,2.245,1.6449204108086013,0.55,6.95,69.0,1,1,1,3,Lost
16414,0,189,1,15.0,15.0,1,12,0.7917477076965824,12.0,54.388476697334326,12,4,13,1,0,1.0,0.0,0.0,0.0,1.0,1.25,1.4492621186529688,1.25,1.25,12.0,1,1,1,3,Lost
16418,0,2,2,308.76,6.56936170212766,40,169,2.891304347826087,84.5,0.7071067811865476,85,3,10,1,133,0.014925373134328358,1.0,1.0,1.0,0.851063829787234,2.8721276595744683,1.7639455973201874,0.42,6.95,84.5,4,2,2,8,Loyal
16419,1,22,6,522.09,14.11054054054054,28,281,5.472222222222222,46.833333333333336,32.981307837420076,95,1,12,1,199,0.03,1.0,2.0,4.0,0.7567567567567568,2.557027027027027,1.7610663828501198,0.29,6.75,46.833333333333336,4,4,3,11,Champions
16422,0,17,29,2738.34,36.5112,29,1142,3.324324324324324,39.37931034482759,37.63396432660212,168,2,11,1,261,0.11068702290076336,1.0,4.0,8.0,0.38666666666666666,2.6948000000000003,1.6358553097980868,0.42,5.95,39.37931034482759,4,4,4,12,Champions
16424,1,100,1,70.56,35.28,2,48,0.0,48.0,54.388476697334326,48,2,13,1,0,1.0,0.0,0.0,0.0,1.0,1.47,0.31112698372208086,1.25,1.69,48.0,2,1,1,4,At Risk
16425,1,211,1,157.4,12.107692307692307,13,181,0.0,181.0,54.388476697334326,181,3,14,1,0,1.0,0.0,0.0,0.0,1.0,1.7623076923076924,1.8476839279043094,0.42,5.95,181.0,1,1,1,3,Lost
16426,0,2,4,517.92,7.094794520547945,58,315,2.5416666666666665,78.75,12.84198842339716,90,3,12,1,183,0.021739130434782608,3.0,3.0,3.0,0.7945205479452054,2.089178082191781,1.2847219256242204,0.39,6.25,78.75,4,3,3,10,Champions
16427,1,172,2,166.06,23.722857142857144,6,96,3.5,48.0,33.94112549695428,72,0,17,1,21,0.09090909090909091,0.0,0.0,0.0,0.8571428571428571,1.5571428571428572,0.7600156639989795,0.42,2.95,48.0,1,2,1,4,At Risk
16429,1,15,1,4.95,4.95,1,1,0.7917477076965824,1.0,54.388476697334326,1,3,13,1,0,1.0,1.0,1.0,1.0,1.0,4.95,1.4492621186529688,4.95,4.95,1.0,4,1,1,6,Potential
16431,1,122,3,547.68,7.40108108108108,50,370,1.1506849315068493,123.33333333333333,63.81483631047982,175,1,14,1,84,0.03529411764705882,0.0,0.0,0.0,0.6756756756756757,1.8216216216216217,1.1417158764507915,0.29,5.95,123.33333333333333,2,3,3,8,Loyal
16434,0,5,4,708.24,15.396521739130435,43,392,4.466666666666667,98.0,79.44390054203868,199,6,12,1,203,0.0196078431372549,1.0,1.0,1.0,0.9347826086956522,2.338913043478261,1.5520384134147505,0.42,5.95,98.0,4,3,3,10,Champions
16440,0,124,1,235.56,7.138181818181819,33,111,0.0,111.0,54.388476697334326,111,0,12,1,0,1.0,0.0,0.0,0.0,1.0,2.413030303030303,1.4851335900527707,0.42,5.95,111.0,2,1,2,5,At Risk
16441,0,200,1,211.0,16.23076923076923,12,110,0.0,110.0,54.388476697334326,110,0,17,1,0,1.0,0.0,0.0,0.0,0.9230769230769231,2.4461538461538463,1.167165644210641,0.85,4.95,110.0,1,1,2,4,At Risk
16442,0,137,2,344.78000000000003,3.747608695652174,91,281,1.4615384615384615,140.5,116.67261889578035,223,1,11,1,133,0.014925373134328358,0.0,0.0,0.0,0.9891304347826086,1.912608695652174,1.3717950617173564,0.16,6.95,140.5,2,2,2,6,Potential
16444,0,4,3,491.0,7.3283582089552235,56,305,2.5454545454545454,101.66666666666667,89.5116379770437,202,6,12,1,169,0.01764705882352941,1.0,1.0,1.0,0.835820895522388,1.8405970149253732,1.270581924179453,0.42,5.95,101.66666666666667,4,3,3,10,Champions
16446,1,115,1,2.9,1.45,2,2,0.0,2.0,54.388476697334326,2,2,9,1,0,1.0,0.0,0.0,0.0,1.0,1.45,0.28284271247461895,1.25,1.65,2.0,2,1,1,4,At Risk
16447,1,45,1,116.56,4.3170370370370375,27,72,0.0,72.0,54.388476697334326,72,2,12,1,0,1.0,0.0,1.0,1.0,1.0,2.4262962962962966,1.5445167233901709,0.42,7.5,72.0,3,1,1,5,At Risk
16448,1,107,1,157.49,8.749444444444444,18,74,0.0,74.0,54.388476697334326,74,2,16,1,0,1.0,0.0,0.0,0.0,1.0,2.3716666666666666,1.347320870992417,0.65,6.25,74.0,2,1,1,4,At Risk
16449,1,107,2,606.54,17.839411764705883,34,356,2.484848484848485,178.0,76.36753236814714,232,4,12,1,82,0.024096385542168676,0.0,0.0,0.0,1.0,2.246176470588235,1.4576111937539664,0.65,5.95,178.0,2,2,3,7,Potential
16450,1,59,1,311.92,28.35636363636364,11,200,0.0,200.0,54.388476697334326,200,2,11,1,0,1.0,0.0,1.0,1.0,1.0,1.4845454545454544,0.6026668007508567,0.85,2.95,200.0,3,1,2,6,Potential
16455,0,4,6,1323.38,18.639154929577465,48,756,3.9285714285714284,126.0,47.7995815881269,196,1,8,1,276,0.021660649819494584,1.0,1.0,1.0,0.676056338028169,1.99,1.116768296725614,0.29,4.95,126.0,4,4,4,12,Champions
16456,1,8,5,1407.13,14.657604166666667,75,800,2.863157894736842,160.0,55.54727716099143,216,6,11,1,273,0.01824817518248175,2.0,2.0,2.0,0.78125,1.9009375000000002,1.068517988051429,0.19,6.95,160.0,4,4,4,12,Champions
16457,1,127,1,161.56,20.195,8,68,0.0,68.0,54.388476697334326,68,3,13,1,0,1.0,0.0,0.0,0.0,1.0,2.9225,1.6664397464569274,1.25,5.95,68.0,2,1,1,4,At Risk
16458,0,15,11,2151.5,16.17669172932331,43,1360,1.8863636363636365,123.63636363636364,32.800221728740574,202,0,12,1,254,0.043137254901960784,1.0,3.0,4.0,0.3233082706766917,1.7534586466165414,0.8819056888977846,0.39,4.95,123.63636363636364,4,4,4,12,Champions
16461,1,87,1,76.67,2.948846153846154,25,42,0.0,42.0,54.388476697334326,42,2,12,1,0,1.0,0.0,0.0,1.0,0.9615384615384616,2.295769230769231,1.2728461747655864,0.42,5.95,42.0,2,1,1,4,At Risk
16463,0,113,1,319.37,16.80894736842105,19,179,0.0,179.0,54.388476697334326,179,3,14,1,0,1.0,0.0,0.0,0.0,1.0,2.2742105263157897,1.5013265089745496,0.83,4.95,179.0,2,1,2,5,At Risk
16464,0,51,1,294.65,3.426162790697674,81,220,0.0,220.0,54.388476697334326,220,2,13,1,0,1.0,0.0,1.0,1.0,0.9418604651162791,1.8355813953488374,1.5113232259503107,0.12,6.95,220.0,3,1,2,6,Potential
16466,0,12,5,961.44,10.925454545454546,66,456,2.160919540229885,91.2,25.430296891699868,129,6,11,1,189,0.02631578947368421,2.0,2.0,2.0,0.75,2.3037500000000004,1.4495257349636255,0.39,6.95,91.2,4,4,4,12,Champions
16469,0,155,2,228.2,3.6806451612903226,49,107,0.0,53.5,14.849242404917497,64,3,13,1,0,2.0,0.0,0.0,0.0,0.7903225806451613,2.607258064516129,1.835383704337328,0.21,6.75,53.5,1,2,2,5,At Risk
16470,0,25,3,451.26,5.127954545454545,76,268,2.781609195402299,89.33333333333333,18.502252115170556,101,1,11,1,242,0.012345679012345678,1.0,1.0,1.0,0.8636363636363636,2.010113636363636,1.4753939620522336,0.18,6.35,89.33333333333333,4,3,3,10,Champions
16471,1,184,1,223.95000000000002,17.22692307692308,13,141,0.0,141.0,54.388476697334326,141,3,9,1,0,1.0,0.0,0.0,0.0,1.0,2.2961538461538464,1.5892164655448844,0.85,5.95,141.0,1,1,2,4,At Risk
16473,1,74,3,289.16,18.0725,16,193,11.4,64.33333333333333,13.203534880225572,76,4,10,1,171,0.01744186046511628,0.0,0.0,1.0,1.0,1.82875,1.0406976826469188,0.42,3.95,64.33333333333333,3,3,2,8,Loyal
16474,0,54,1,333.40000000000003,3.5849462365591402,81,192,0.0,192.0,54.388476697334326,192,6,14,1,0,1.0,0.0,1.0,1.0,0.8709677419354839,1.7793548387096774,1.4362214968236233,0.19,5.95,192.0,3,1,2,6,Potential
16475,1,53,3,417.70000000000005,16.065384615384616,22,254,5.16,84.66666666666667,93.0017920974286,192,4,9,1,130,0.022900763358778626,0.0,1.0,2.0,0.8461538461538461,2.2096153846153848,1.512218187350571,0.65,5.95,84.66666666666667,3,3,3,9,Loyal
16477,0,41,6,1983.3600000000001,16.528000000000002,95,1097,2.0,182.83333333333334,51.4214611486942,229,0,12,1,239,0.025,0.0,1.0,1.0,0.7916666666666666,2.2445833333333334,1.2737504312322825,0.29,6.45,182.83333333333334,3,4,4,11,Champions
16483,1,101,1,95.7,5.98125,16,41,0.0,41.0,54.388476697334326,41,1,13,1,0,1.0,0.0,0.0,0.0,1.0,2.509375,1.372008108576622,1.45,4.95,41.0,2,1,1,4,At Risk
16484,1,83,2,376.8,16.382608695652173,23,198,0.7727272727272727,99.0,72.12489168102785,150,3,10,1,17,0.1111111111111111,0.0,0.0,1.0,1.0,2.377391304347826,1.3317903786438094,0.65,4.95,99.0,2,2,2,6,Potential
16488,0,24,2,199.94,13.329333333333333,15,238,2.357142857142857,119.0,1.4142135623730951,120,3,11,1,33,0.058823529411764705,1.0,2.0,2.0,1.0,1.574,1.7040321928548514,0.12,4.95,119.0,4,2,2,8,Loyal
16493,0,82,3,601.26,23.125384615384615,18,429,6.2,143.0,80.98765338000602,233,6,15,1,156,0.01910828025477707,0.0,0.0,1.0,0.6923076923076923,1.6288461538461538,1.035058749726128,0.42,3.75,143.0,2,3,3,8,Loyal
16494,1,206,1,723.9300000000001,15.40276595744681,44,543,0.0,543.0,54.388476697334326,543,2,12,1,0,1.0,0.0,0.0,0.0,0.9361702127659575,1.5448936170212766,0.8980047262885831,0.22,4.95,543.0,1,1,3,5,At Risk
16495,0,185,1,171.71,5.921034482758621,29,114,0.0,114.0,54.388476697334326,114,1,16,1,0,1.0,0.0,0.0,0.0,1.0,1.9875862068965517,1.4492994740622938,0.65,6.75,114.0,1,1,1,3,Lost
16496,0,117,2,892.07,14.867833333333333,60,673,1.847457627118644,336.5,19.091883092036785,350,3,9,1,109,0.01818181818181818,0.0,0.0,0.0,1.0,2.002666666666667,1.5331034954247598,0.29,5.95,336.5,2,2,3,7,Potential
16497,0,112,5,1263.0,17.06756756756757,70,760,1.7671232876712328,152.0,166.29491874377882,446,4,13,1,130,0.03816793893129771,0.0,0.0,0.0,0.9459459459459459,2.217972972972973,1.4866943930874348,0.42,5.95,152.0,2,4,4,10,Champions
16498,1,70,2,93.02000000000001,6.644285714285715,14,44,0.0,22.0,26.870057685088806,41,3,19,1,0,2.0,0.0,0.0,2.0,1.0,1.9692857142857143,1.2376557511043849,0.83,4.95,22.0,3,2,1,6,Potential
16499,1,269,2,294.55,18.409375,16,121,0.26666666666666666,60.5,4.949747468305833,64,1,10,1,4,0.4,0.0,0.0,0.0,1.0,2.8937500000000003,1.258951283145354,0.85,4.95,60.5,1,2,2,5,At Risk
16503,1,16,4,1124.28,17.034545454545455,57,536,3.876923076923077,134.0,50.94441415242042,210,3,13,1,253,0.015748031496062992,1.0,1.0,1.0,0.8636363636363636,2.7262121212121215,1.5699630227409471,0.42,6.75,134.0,4,3,4,11,Champions
16509,1,206,1,169.50000000000003,28.250000000000004,6,46,0.0,46.0,54.388476697334326,46,2,9,1,0,1.0,0.0,0.0,0.0,1.0,4.0,0.9027735042633894,2.95,4.95,46.0,1,1,1,3,Lost
16510,1,281,1,178.55,19.83888888888889,9,85,0.0,85.0,54.388476697334326,85,3,13,1,0,1.0,0.0,0.0,0.0,1.0,3.1500000000000004,2.1540659228538015,1.25,6.75,85.0,1,1,2,4,At Risk
16511,0,54,2,404.5,4.703488372093023,73,183,1.423529411764706,91.5,26.16295090390226,110,4,11,1,121,0.01639344262295082,0.0,1.0,1.0,0.8488372093023255,2.438953488372093,1.4919273196851723,0.5,6.95,91.5,3,2,3,8,Loyal
16515,0,1,4,1050.01,12.069080459770115,73,518,2.5348837209302326,129.5,22.575798250929395,152,1,11,1,219,0.01818181818181818,1.0,1.0,2.0,0.8390804597701149,2.103103448275862,1.3771940721735014,0.39,6.25,129.5,4,3,4,11,Champions
16517,1,186,1,154.75,9.671875,16,95,0.0,95.0,54.388476697334326,95,0,13,1,0,1.0,0.0,0.0,0.0,1.0,2.56875,1.3426187098353723,0.65,4.95,95.0,1,1,1,3,Lost
16518,0,193,1,114.8,12.755555555555555,9,74,0.0,74.0,54.388476697334326,74,0,16,1,0,1.0,0.0,0.0,0.0,1.0,2.022222222222222,1.5534459901922708,0.65,5.95,74.0,1,1,1,3,Lost
16519,0,274,1,35.7,11.9,3,18,0.0,18.0,54.388476697334326,18,3,14,1,0,1.0,0.0,0.0,0.0,1.0,3.1166666666666667,2.5967928938083094,0.85,5.95,18.0,1,1,1,3,Lost
16520,1,95,3,912.72,6.294620689655172,119,544,1.2361111111111112,181.33333333333334,43.154760262725745,216,3,13,1,179,0.016666666666666666,0.0,0.0,0.0,0.8206896551724138,2.2064827586206897,1.258243667354135,0.42,6.65,181.33333333333334,2,3,4,9,Loyal
16523,0,5,12,2422.45,22.85330188679245,62,1497,2.038095238095238,124.75,79.40474567910684,299,4,12,1,219,0.05454545454545454,2.0,3.0,5.0,0.5849056603773585,1.8197169811320753,0.9645097027798705,0.42,6.25,124.75,4,4,4,12,Champions
16525,0,8,21,3438.79,47.106712328767124,36,1031,3.5833333333333335,49.095238095238095,23.600645673169115,98,2,11,1,267,0.07835820895522388,2.0,3.0,5.0,0.4931506849315068,3.8857534246575347,2.2748821201500498,0.42,6.75,49.095238095238095,4,4,4,12,Champions
16526,1,81,1,237.66,21.605454545454545,11,102,0.0,102.0,54.388476697334326,102,1,12,1,0,1.0,0.0,0.0,1.0,1.0,2.8663636363636367,1.998856036473226,0.85,6.75,102.0,2,1,2,5,At Risk
16529,1,99,1,391.65,15.063461538461537,26,190,0.0,190.0,54.388476697334326,190,3,17,1,0,1.0,0.0,0.0,0.0,1.0,2.376923076923077,1.3795818764561074,0.55,5.95,190.0,2,1,3,6,Potential
16531,0,36,4,602.6,15.451282051282051,36,452,6.105263157894737,113.0,41.84096875870188,164,4,14,1,233,0.017094017094017096,0.0,1.0,1.0,0.9230769230769231,1.6746153846153846,0.9272564119170574,0.42,3.75,113.0,3,3,3,9,Loyal
16536,1,19,1,356.17,8.094772727272728,40,231,0.0,231.0,54.388476697334326,231,6,15,1,0,1.0,1.0,1.0,1.0,0.9090909090909091,2.1479545454545454,1.406900898223012,0.42,6.75,231.0,4,1,2,7,Potential
16539,0,129,3,1037.71,28.046216216216216,33,419,4.25,139.66666666666666,139.89400749615163,301,2,15,1,153,0.01948051948051948,0.0,0.0,0.0,0.8918918918918919,3.483243243243243,2.52259792680092,0.83,6.95,139.66666666666666,2,3,4,9,Loyal
16545,1,74,1,101.7,50.85,2,30,0.0,30.0,54.388476697334326,30,1,10,1,0,1.0,0.0,0.0,1.0,1.0,3.175,1.5202795795510773,2.1,4.25,30.0,3,1,1,5,At Risk
16546,1,200,2,564.95,28.247500000000002,20,385,4.2631578947368425,192.5,108.18733752154178,269,1,11,1,81,0.024390243902439025,0.0,0.0,0.0,1.0,1.6375,1.0628753207071941,0.55,4.95,192.5,1,2,3,6,Potential
16549,0,33,2,671.41,4.900802919708029,127,436,1.5441176470588236,218.0,231.93102422918759,382,6,15,1,210,0.009478672985781991,0.0,1.0,1.0,0.927007299270073,1.7192700729927006,1.2287934272359928,0.29,5.95,218.0,3,2,3,8,Loyal
16550,1,18,5,1934.1,8.336637931034483,149,1210,1.1168831168831168,242.0,19.672315572906,269,1,13,1,259,0.019230769230769232,1.0,1.0,2.0,0.6422413793103449,2.012241379310345,1.2724316878945845,0.21,7.5,242.0,4,4,4,12,Champions
16551,1,5,3,426.38,19.38090909090909,20,360,11.428571428571429,120.0,11.789826122551595,133,0,9,1,240,0.012448132780082987,1.0,2.0,2.0,0.9090909090909091,1.674090909090909,1.514182662098313,0.39,4.95,120.0,4,3,3,10,Champions
16552,1,152,2,189.19,17.19909090909091,11,105,13.0,52.5,21.920310216782973,68,0,10,1,130,0.015267175572519083,0.0,0.0,0.0,1.0,2.380909090909091,1.2290277014408957,0.65,4.95,52.5,1,2,2,5,At Risk
16553,1,114,6,977.24,36.194074074074074,23,382,5.884615384615385,63.666666666666664,21.444502014891057,94,3,12,1,154,0.03870967741935484,0.0,0.0,0.0,0.8518518518518519,2.6385185185185187,1.2605941935443463,1.25,5.95,63.666666666666664,2,4,4,10,Champions
16554,0,131,2,255.61,15.035882352941178,17,123,6.8125,61.5,85.55992052357225,122,6,14,1,109,0.01818181818181818,0.0,0.0,0.0,1.0,2.917058823529412,1.9947924851531622,0.65,6.25,61.5,2,2,2,6,Potential
16555,0,19,1,151.98000000000002,16.88666666666667,9,90,0.0,90.0,54.388476697334326,90,0,12,1,0,1.0,1.0,1.0,1.0,1.0,2.252222222222222,1.107438235047194,0.42,3.75,90.0,4,1,1,6,Potential
16556,0,15,6,1711.17,15.278303571428571,83,1225,2.27027027027027,204.16666666666666,72.41938046315134,346,3,14,1,254,0.023529411764705882,1.0,1.0,2.0,0.7410714285714286,1.9908928571428572,1.6851452492113286,0.42,5.95,204.16666666666666,4,4,4,12,Champions
16557,0,46,1,38.400000000000006,19.200000000000003,2,8,0.0,8.0,54.388476697334326,8,0,13,1,0,1.0,0.0,1.0,1.0,1.0,4.800000000000001,0.21213203435596445,4.65,4.95,8.0,3,1,1,5,At Risk
16558,0,1,14,3842.1600000000003,15.618536585365854,139,2617,1.0979591836734695,186.92857142857142,103.21707095371258,417,2,13,1,274,0.05090909090909091,1.0,3.0,4.0,0.5650406504065041,2.1865853658536585,1.6583388931456868,0.19,6.25,186.92857142857142,4,4,4,12,Champions
16560,0,267,1,244.83,16.322,15,160,0.0,160.0,54.388476697334326,160,3,14,1,0,1.0,0.0,0.0,0.0,1.0,2.4106666666666663,1.9675817887036093,0.42,6.75,160.0,1,1,2,4,At Risk
16565,1,273,1,35.7,17.85,2,6,0.0,6.0,54.388476697334326,6,4,15,1,0,1.0,0.0,0.0,0.0,1.0,5.95,0.0,5.95,5.95,6.0,1,1,1,3,Lost
16566,0,79,3,199.8,33.300000000000004,6,72,24.2,24.0,18.0,42,1,8,1,122,0.024390243902439025,0.0,0.0,1.0,1.0,2.85,2.3125743231299616,0.65,5.95,24.0,2,3,2,7,Potential
16567,1,103,2,561.4,20.79259259259259,27,332,5.461538461538462,166.0,93.33809511662427,232,4,9,1,142,0.013986013986013986,0.0,0.0,0.0,1.0,2.3981481481481484,1.9844337247631143,0.65,5.95,166.0,2,2,3,7,Potential
16570,0,36,6,1238.38,22.516000000000002,41,770,3.388888888888889,128.33333333333334,66.67433289255068,228,0,16,1,184,0.032432432432432434,0.0,1.0,3.0,0.7454545454545455,2.1725454545454546,1.435732124738711,0.55,6.75,128.33333333333334,3,4,4,11,Champions
16571,0,85,2,818.55,15.741346153846154,49,627,2.0588235294117645,313.5,2.1213203435596424,315,3,9,1,105,0.018867924528301886,0.0,0.0,1.0,0.9423076923076923,1.8842307692307694,1.3696705574324928,0.29,4.95,313.5,2,2,3,7,Potential
16572,1,36,3,855.5500000000001,17.823958333333334,33,517,3.148936170212766,172.33333333333334,24.78574859336174,199,2,12,1,148,0.020134228187919462,0.0,1.0,2.0,0.6875,2.2725,1.5025729705790976,0.42,5.95,172.33333333333334,3,3,3,9,Loyal
16573,0,199,1,220.28000000000003,18.35666666666667,12,104,0.0,104.0,54.388476697334326,104,1,15,1,0,1.0,0.0,0.0,0.0,1.0,2.5575,1.3350323455393744,0.85,4.95,104.0,1,1,2,4,At Risk
16581,1,92,1,105.84,11.76,9,134,0.0,134.0,54.388476697334326,134,4,10,1,0,1.0,0.0,0.0,0.0,1.0,1.1855555555555555,1.0876363260657387,0.19,2.95,134.0,2,1,1,4,At Risk
16582,1,22,1,50.099999999999994,12.524999999999999,4,68,0.0,68.0,54.388476697334326,68,3,17,1,0,1.0,1.0,1.0,1.0,1.0,1.06,0.7666811592833099,0.42,1.95,68.0,4,1,1,6,Potential
16583,1,283,1,233.45,16.675,14,111,0.0,111.0,54.388476697334326,111,2,12,1,0,1.0,0.0,0.0,0.0,1.0,2.564285714285714,1.1941248117069112,1.25,4.95,111.0,1,1,2,4,At Risk
16584,0,163,1,437.34000000000003,36.445,12,190,0.0,190.0,54.388476697334326,190,2,13,1,0,1.0,0.0,0.0,0.0,1.0,2.345833333333333,1.2825787825055166,0.42,5.45,190.0,1,1,3,5,At Risk
16586,1,158,1,361.95,51.707142857142856,7,83,0.0,83.0,54.388476697334326,83,1,9,1,0,1.0,0.0,0.0,0.0,1.0,4.135714285714285,1.5625071428408162,2.25,6.75,83.0,1,1,2,4,At Risk
16587,1,141,1,127.85000000000001,15.981250000000001,8,63,0.0,63.0,54.388476697334326,63,3,15,1,0,1.0,0.0,0.0,0.0,1.0,2.6375,1.6216724171581107,0.85,4.95,63.0,2,1,1,4,At Risk
16589,0,16,2,214.68,14.312000000000001,13,156,3.857142857142857,78.0,48.08326112068523,112,4,13,1,54,0.03636363636363636,1.0,1.0,2.0,0.8666666666666667,2.5580000000000003,1.9062273886246774,0.29,5.95,78.0,4,2,2,8,Loyal
16592,0,46,10,1931.24,16.3664406779661,97,1526,1.2735042735042734,152.6,181.16548604337785,581,1,11,1,151,0.06578947368421052,0.0,2.0,2.0,0.8220338983050848,1.656101694915254,1.171079590964325,0.42,5.95,152.6,3,4,4,11,Champions
16593,0,99,1,59.8,5.4363636363636365,11,23,0.0,23.0,54.388476697334326,23,4,12,1,0,1.0,0.0,0.0,0.0,1.0,2.5272727272727273,1.7203725812107733,0.55,4.95,23.0,2,1,1,4,At Risk
16596,0,275,1,80.85000000000001,16.17,5,43,0.0,43.0,54.388476697334326,43,2,16,1,0,1.0,0.0,0.0,0.0,1.0,3.05,1.571623364550171,0.65,4.95,43.0,1,1,1,3,Lost
16598,1,195,1,145.05,14.505,10,73,0.0,73.0,54.388476697334326,73,6,11,1,0,1.0,0.0,0.0,0.0,1.0,2.56,1.5898637258163564,1.45,4.95,73.0,1,1,1,3,Lost
16600,0,162,2,190.9,12.726666666666667,15,224,6.071428571428571,112.0,31.11269837220809,134,2,12,1,85,0.023255813953488372,0.0,0.0,0.0,1.0,1.198,0.9225833295697469,0.12,2.95,112.0,1,2,2,5,At Risk
